Episode,Reward_MA,Loss_MA,Q_Value_MA,Epsilon
1,nan,nan,nan,1.0
2,nan,nan,nan,0.999
3,nan,nan,nan,0.998001
4,nan,nan,nan,0.997002999
5,nan,nan,nan,0.996005996001
6,nan,nan,nan,0.995009990004999
7,nan,nan,nan,0.994014980014994
8,nan,nan,nan,0.993020965034979
9,nan,nan,nan,0.9920279440699441
10,nan,nan,nan,0.9910359161258742
11,nan,nan,nan,0.9900448802097482
12,nan,nan,nan,0.9890548353295385
13,nan,nan,nan,0.988065780494209
14,nan,nan,nan,0.9870777147137147
15,nan,nan,nan,0.986090636999001
16,nan,nan,nan,0.9851045463620021
17,nan,nan,nan,0.98411944181564
18,nan,nan,nan,0.9831353223738244
19,nan,nan,nan,0.9821521870514506
20,-219.4695103996266,1.5511954138307245,0.33997643297304986,0.9811700348643991
21,-218.1868476247882,1.5472998016507626,0.38425847982662686,0.9801888648295347
22,-216.71590210175498,1.5088701193835536,0.7254577841167287,0.9792086759647052
23,-199.26930358516256,1.4888320737536678,0.9508535293433193,0.9782294672887405
24,-191.8320164347529,1.4745066251210135,1.2071077912471984,0.9772512378214517
25,-188.98888418848983,1.478714766078338,1.2271159610338234,0.9762739865836303
26,-188.78169789781995,1.4734586415206958,1.474212476659555,0.9752977125970467
27,-189.08125745815101,1.4643040074817983,1.5015063160403217,0.9743224148844496
28,-190.89949397440023,1.4648174533972491,1.5352324812738458,0.9733480924695651
29,-194.78267710538742,1.4634468735463808,1.4693618579747536,0.9723747443770956
30,-203.3036476809088,1.4666746878641015,1.2983967748966694,0.9714023696327185
31,-207.54238166095718,1.443473071922868,1.175796167357998,0.9704309672630859
32,-215.16526378553542,1.4328873977342231,0.9189695487569074,0.9694605362958227
33,-199.22853042053086,1.4411958544116852,1.3532052379074733,0.9684910757595269
34,-201.331087437038,1.435309892556579,1.3337205252494369,0.9675225846837673
35,-193.43865460713505,1.428349266299971,1.2138929644868723,0.9665550620990835
36,-187.19410538610634,1.4264414420919413,1.5470601476486674,0.9655885070369844
37,-174.55921823041737,1.4213770994398076,2.089241818680261,0.9646229185299474
38,-179.49019116376667,1.4121219244808858,1.9294008209433369,0.9636582956114175
39,-180.93938131223098,1.4140655284776922,1.6633935416939458,0.9626946373158061
40,-178.11275820488257,1.3957033457602854,1.7507833520754337,0.9617319426784903
41,-183.49601950827653,1.3625552736953008,1.5420127317183518,0.9607702107358118
42,-186.30929238040935,1.3615159012461127,1.6901388795647572,0.959809440525076
43,-184.229569184021,1.3506389870500182,2.012898779299344,0.9588496310845509
44,-183.53896251205452,1.340029502346284,2.06765054634469,0.9578907814534664
45,-184.6925083525783,1.3363251061075534,2.1027104895814457,0.9569328906720129
46,-193.87539949074431,1.3383915862625468,1.7594873961496427,0.9559759577813409
47,-192.53120329346066,1.3325534264989212,2.1089809911520616,0.9550199818235596
48,-198.25201444229998,1.324925260253536,1.9025142232596801,0.9540649618417361
49,-190.96886733665005,1.3191381149996115,2.217904014749413,0.9531108968798944
50,-181.02165220559397,1.300917535912319,3.0186380556969485,0.9521577859830145
51,-182.27902042738197,1.3012902761433423,3.3277745406169625,0.9512056281970315
52,-172.26234090817934,1.2944431761242259,4.0128740158452185,0.9502544225688344
53,-175.95969198668277,1.2905991395578766,3.8293019760210147,0.9493041681462656
54,-183.54645674410392,1.2971375843803885,4.009440864378924,0.9483548639781193
55,-183.27222264065077,1.2999672781761675,4.045786140357506,0.9474065091141411
56,-191.6715259957604,1.3019008182193568,3.505982128573326,0.946459102605027
57,-186.14348359690314,1.2981994043202152,3.3699830363718304,0.9455126435024219
58,-177.3994519621121,1.2864121633854504,3.844875858411131,0.9445671308589195
59,-162.74329442519527,1.2694574002382575,4.774312224453284,0.9436225637280606
60,-164.3558816768312,1.2642964426403018,4.997160730618474,0.9426789411643326
61,-155.60602361673315,1.2564434168662948,5.482011841216659,0.9417362622231683
62,-154.36470703050546,1.2557214896030002,5.461736290578701,0.9407945259609451
63,-158.2850190321551,1.2618694893054807,4.751434782351959,0.9398537314349842
64,-167.15139163109978,1.271613720854522,4.222855267428275,0.9389138777035492
65,-164.30876198865772,1.262660714982878,4.697468831268258,0.9379749638258457
66,-161.52658324563302,1.260952365569612,4.561509130102666,0.9370369888620198
67,-160.421861270871,1.2620853997248604,4.866895856362089,0.9360999518731578
68,-149.3289992105423,1.2597145882784744,5.496761583561394,0.9351638519212846
69,-149.54509994341737,1.258185801899586,5.447225503479717,0.9342286880693633
70,-157.86563240886053,1.2742501960702657,4.49146163619208,0.933294459381294
71,-151.5653810952579,1.2719616137086782,4.816327963581499,0.9323611649219127
72,-149.68519460543814,1.287020806517115,4.932530944887912,0.9314288037569908
73,-144.82526500758837,1.2929371628131283,5.4036641536592915,0.9304973749532338
74,-136.82947297974826,1.2828775989109498,5.564943976876122,0.9295668775782806
75,-132.06689213417351,1.287125291942567,5.998580729938755,0.9286373107007023
76,-126.53588453368491,1.2845565560602261,6.51468475287092,0.9277086733900016
77,-130.51178182245346,1.2895163301894539,7.401586754021202,0.9267809647166116
78,-124.35302191976511,1.3032151757681847,7.7382452881180726,0.925854183751895
79,-125.00010506293265,1.3102486411695669,7.816343760805641,0.9249283295681431
80,-127.02439618014823,1.3216333789186998,7.486749156890642,0.9240034012385749
81,-132.94826998968912,1.3373131141879036,7.150222305174764,0.9230793978373364
82,-132.03964659921516,1.3342653324071871,7.566242683334114,0.9221563184394991
83,-131.98378686621308,1.3412561770000286,8.025850649298446,0.9212341621210596
84,-132.97496009068146,1.3310331943161673,8.351801019749253,0.9203129279589385
85,-133.19180837887262,1.3310178956171064,8.233800882430836,0.9193926150309796
86,-130.999907928374,1.3346739026302703,8.537709937100594,0.9184732224159486
87,-134.71449335736523,1.341124213661029,8.149625674290792,0.9175547491935327
88,-138.97350947044697,1.3447485086825792,7.6020091371011205,0.9166371944443392
89,-150.06952376905548,1.356497233416187,6.932029564523713,0.9157205572498949
90,-142.29978296617173,1.3599152370883731,7.893115802016519,0.914804836692645
91,-142.00457170108407,1.3549484745312583,8.025786379003367,0.9138900318559524
92,-143.95393853626013,1.3511237398769664,7.897517942422816,0.9129761418240965
93,-143.00338822867224,1.355323237141898,8.248179960550054,0.9120631656822724
94,-145.52447269060457,1.3652874093726757,8.488464667422676,0.9111511025165902
95,-143.22759867823993,1.3651017842698492,9.003107765340971,0.9102399514140735
96,-139.956172817,1.3713210431864413,9.417587631711982,0.9093297114626595
97,-141.23121939852132,1.3642353823409195,9.05873990069853,0.9084203817511969
98,-140.5620389132245,1.3666892620171815,9.593563782326088,0.9075119613694457
99,-137.8179405784785,1.3774106953867227,9.028516138390925,0.9066044494080763
100,-143.24796000242773,1.3824161990014716,9.216005692787162,0.9056978449586682
101,-136.33886935290363,1.3781011313125604,10.006359534581827,0.9047921471137096
102,-135.01104668182583,1.3894887853712135,9.698842277701104,0.9038873549665959
103,-132.08809519849567,1.4113111164346828,10.084004766637744,0.9029834676116293
104,-124.97294616560926,1.4231383803038298,10.621120440323763,0.9020804841440176
105,-125.15524868403953,1.4360028884738654,10.744810438953772,0.9011784036598737
106,-120.72407373649617,1.4339044870220166,11.281155038093841,0.9002772252562138
107,-117.15191266025151,1.4446755611620008,11.499485951755407,0.8993769480309576
108,-112.61734920307812,1.4444335870950737,12.31274834329739,0.8984775710829266
109,-101.95856445727144,1.4406526063457696,13.295071047427582,0.8975790935118436
110,-98.20306729654101,1.4391609374743315,12.887984191520733,0.8966815144183318
111,-113.5960802341493,1.4525744339577706,12.009906867412825,0.8957848329039134
112,-112.19844877661299,1.4725594321608868,12.545666112185224,0.8948890480710096
113,-114.90856291827885,1.4681158086261994,12.6343283670301,0.8939941590229386
114,-118.27926890979968,1.4718441919761913,12.348300282217645,0.8931001648639156
115,-121.41704400244676,1.4751186386820063,12.091455084733504,0.8922070646990518
116,-121.36810837209288,1.472989003329276,12.310017995630895,0.8913148576343527
117,-125.7002105124135,1.4711192010541816,11.970519023439001,0.8904235427767183
118,-132.58495688650456,1.465387334287891,11.445967276574045,0.8895331192339416
119,-132.17377299976633,1.4640892065816833,12.288989642398864,0.8886435861147077
120,-124.059234184204,1.4610534670422635,12.94656360558612,0.887754942528593
121,-123.18520516743874,1.474431302905715,13.035281423776574,0.8868671875860644
122,-122.1569207808679,1.47043601310593,13.818940930529251,0.8859803203984784
123,-126.03473057836797,1.4604695700314092,13.211651996427149,0.88509434007808
124,-121.88032371505992,1.453598004157962,12.920643613858134,0.8842092457380019
125,-122.35202571540074,1.446115542110833,13.375877061451975,0.8833250364922639
126,-123.24833341031413,1.4546548408509046,13.260192844041944,0.8824417114557717
127,-123.27813255435338,1.4377400342542797,13.831041731134759,0.8815592697443159
128,-123.11243980553306,1.4319245901462416,13.992378480934864,0.8806777104745716
129,-132.2412911749483,1.428448413595758,13.786233396859247,0.8797970327640969
130,-135.18629552830302,1.4282212250409996,14.60758675217617,0.8789172357313328
131,-140.5321689911208,1.4180918829187452,13.455575383234061,0.8780383184956015
132,-140.85431994793285,1.3992481833695716,13.250559609286801,0.8771602801771059
133,-143.2692379164716,1.3990383566774853,12.562754087719277,0.8762831198969288
134,-138.73225741568174,1.3978962291806165,13.068957449089957,0.8754068367770318
135,-135.1587848614099,1.3838041177291114,13.63231699095909,0.8745314299402548
136,-137.78394692403853,1.393851343874469,13.55362295436744,0.8736568985103146
137,-133.85239192761932,1.3887524727614002,13.974349301510378,0.8727832416118043
138,-128.25135670005724,1.3829209472100357,14.775775696252786,0.8719104583701925
139,-129.04259862967356,1.3768073010310458,15.211728014073504,0.8710385479118223
140,-128.25822685522974,1.3808791255930455,14.904298431365902,0.8701675093639105
141,-128.39200053792257,1.3702966386476456,15.042089134612919,0.8692973418545467
142,-129.58304056367604,1.3645682548487303,14.720051788587249,0.8684280445126921
143,-125.63570928824203,1.3610938970650799,15.665562289115476,0.8675596164681794
144,-125.78212092464533,1.3560367021459991,16.57373841451426,0.8666920568517111
145,-129.28487770739872,1.353981465755672,16.014876491779077,0.8658253647948594
146,-126.98153233304971,1.3423558017938182,16.53803364880331,0.8649595394300645
147,-127.3425667202673,1.3582027255218927,16.050588715443727,0.8640945798906344
148,-135.47515126588178,1.3720892636167135,15.080616155305338,0.8632304853107438
149,-122.35258904859408,1.3638640184184305,15.739547173409939,0.862367254825433
150,-122.29330849844865,1.353999122835713,15.50796096260626,0.8615048875706075
151,-99.99497791816803,1.3606031575464728,17.578405242228815,0.8606433826830369
152,-112.80646451555738,1.3496234626393036,17.187105829242373,0.8597827393003539
153,-110.65241530303162,1.360166755368073,17.76372660288601,0.8589229565610536
154,-110.2663318402565,1.3542112490576081,18.397143388415742,0.8580640336044925
155,-113.25317078787604,1.3627849045524807,17.186041307458957,0.857205969570888
156,-109.12812845117638,1.3558887375471926,17.18116230162947,0.8563487636013172
157,-109.91694882715544,1.3624704120950286,17.115449220721754,0.8554924148377159
158,-113.12327587005785,1.3648212967023068,16.48762071393682,0.8546369224228781
159,-114.61321616898726,1.3600961687898558,16.789035297947255,0.8537822855004553
160,-112.95251473220918,1.3553213909601278,17.04762907059486,0.8529285032149548
161,-115.46771448342686,1.356599008492557,17.106132897318112,0.8520755747117399
162,-114.40809475879047,1.3640581013061015,17.686106761917156,0.8512234991370281
163,-112.36961837525128,1.3615315178777168,17.524787554730164,0.8503722756378911
164,-113.4740044835859,1.371175076766322,17.501566509274966,0.8495219033622532
165,-108.84824494088394,1.377669379170971,18.05407745443039,0.8486723814588909
166,-110.1847205329067,1.3869873890045143,17.645098457697667,0.847823709077432
167,-106.32340163104588,1.3668966896832935,18.533510095563976,0.8469758853683546
168,-97.14445989922895,1.3550588302972075,19.06044357827489,0.8461289094829862
169,-101.67282883376774,1.3643882779274275,18.794633881132874,0.8452827805735033
170,-102.153281130342,1.3620199368653352,19.409530280673906,0.8444374977929298
171,-103.3512456819278,1.3519586779838868,19.864886194926537,0.8435930602951368
172,-92.82525613633256,1.3648109351339617,19.74796112307678,0.8427494672348417
173,-91.16619562518487,1.359370114668564,19.511410444172288,0.8419067177676068
174,-90.38787869339285,1.3531555885224782,19.830518976338226,0.8410648110498392
175,-91.120243603817,1.3457325869790062,20.41767127297407,0.8402237462387894
176,-93.04019619504636,1.3488760146054606,20.808637364704754,0.8393835224925505
177,-89.85379927358389,1.3529618764865567,21.71969411387102,0.838544138970058
178,-85.95049117481734,1.3562590423148653,22.297584008151265,0.8377055948310879
179,-85.15154605186058,1.3684604853254756,21.833152813143,0.8368678892362568
180,-93.17849379415311,1.3620331791558318,21.125599608224096,0.8360310213470206
181,-89.18764581373608,1.3631601253394454,22.140572522611638,0.8351949903256736
182,-91.80142813596753,1.355922987028001,21.616699997386544,0.8343597953353479
183,-96.4098843687218,1.353250748642633,21.54994383990577,0.8335254355400126
184,-98.29774871040067,1.3464115748489063,21.43806325689989,0.8326919101044725
185,-96.20196611066582,1.345907998544647,21.736643293921492,0.831859218194368
186,-93.48355150195938,1.3328866412478386,22.527149918010874,0.8310273589761736
187,-96.65268857362507,1.3304594087468071,22.704713467303076,0.8301963316171974
188,-95.88602755971151,1.344911448626704,23.79279382270862,0.8293661352855802
189,-95.74734018112447,1.338382298463919,23.939940303362274,0.8285367691502946
190,-94.0498863551571,1.3448965394152514,23.469590134920416,0.8277082323811443
191,-94.89248311266745,1.3532718668836752,24.167748275259072,0.8268805241487632
192,-90.85235665208226,1.3397171680439124,25.305513333077677,0.8260536436246144
193,-89.56719558152693,1.3336594917110074,25.927451720350643,0.8252275899809898
194,-89.16672780024199,1.3321272530598143,24.784734039602295,0.8244023623910088
195,-87.00275981100899,1.3331200455158119,25.355479275454126,0.8235779600286178
196,-88.42646675419054,1.3191046704590443,24.935576868328624,0.8227543820685892
197,-89.50314218386214,1.302240200830967,24.67181597959624,0.8219316276865206
198,-90.61235166186763,1.2866066683281732,23.788542165335407,0.8211096960588341
199,-93.86229067851427,1.2692187161779087,23.543185334377675,0.8202885863627752
200,-87.87155918154441,1.2625357378585416,24.366052620080133,0.8194682977764125
201,-91.07611072678087,1.2515863717533167,23.263380267578388,0.818648829478636
202,-90.6911779251608,1.2408982860534024,23.51099127945377,0.8178301806491574
203,-86.49546638461584,1.2245123222928287,24.087683063339217,0.8170123504685082
204,-84.66682912345377,1.215834461466378,24.124226579621496,0.8161953381180397
205,-85.75034764575089,1.199172107851028,23.819601907716773,0.8153791427799216
206,-86.15477395764445,1.1905234060748258,24.529947471984222,0.8145637636371417
207,-88.94756920264926,1.1969179989664143,24.11471911136231,0.8137491998735046
208,-90.8140741329718,1.1750748522883048,24.199271889892486,0.812935450673631
209,-88.77594724558533,1.1664703344416114,24.519937592251015,0.8121225152229574
210,-89.76192691865478,1.166598230579484,25.009129746350094,0.8113103927077344
211,-87.35217605314566,1.1557656036206703,24.99805422554397,0.8104990823150267
212,-89.68728561440686,1.1641120568844157,24.9877533678747,0.8096885832327116
213,-92.14322218901387,1.1525569138107716,24.858791189122595,0.8088788946494789
214,-92.5562824473441,1.1594953428272192,25.10860774895874,0.8080700157548294
215,-94.97875448264895,1.1515699026640303,24.561280816339345,0.8072619457390746
216,-91.75012706187063,1.152477312581992,25.712573715732503,0.8064546837933355
217,-89.36811379927032,1.155117505787712,25.9032551634609,0.8056482291095421
218,-90.96575946075276,1.1614119186130933,26.271765583528282,0.8048425808804326
219,-87.72973935566552,1.1595542819960762,26.68569978914722,0.8040377382995522
220,-87.6348255907354,1.1545593379697454,26.374295272294983,0.8032337005612527
221,-93.02804771019419,1.1479171888673785,26.666671328497223,0.8024304668606914
222,-91.9179483387638,1.1429981570192203,26.56403172927749,0.8016280363938307
223,-93.00162820393201,1.145163431349352,26.56592630709686,0.8008264083574369
224,-93.04207148108905,1.1451320016501356,26.400872859854008,0.8000255819490795
225,-92.77470488188571,1.1546809319117652,26.81592128357591,0.7992255563671304
226,-93.46967328477507,1.159583765347408,26.108415715908013,0.7984263308107633
227,-90.85129068959566,1.1546249816948473,26.13183596726561,0.7976279044799526
228,-90.65547470204206,1.156559164521591,26.122768680299775,0.7968302765754727
229,-90.94564243824848,1.1597515384482273,26.174676902403668,0.7960334462988972
230,-92.73649016853471,1.154486340945846,25.055649435624556,0.7952374128525983
231,-94.23052065380048,1.1367532410317656,22.91855988558208,0.7944421754397457
232,-92.0009437001771,1.1224262629078234,23.27440780206541,0.7936477332643059
233,-90.42048479293177,1.1225837125382716,23.713994951943956,0.7928540855310416
234,-92.40695803642119,1.113669480581001,23.43062629022808,0.7920612314455105
235,-92.03264481807804,1.117077311244222,23.991146951378283,0.7912691702140651
236,-91.29991714938494,1.112632508147426,24.028961560762163,0.790477901043851
237,-94.12582124375943,1.114858379786146,23.861994074780522,0.7896874231428072
238,-93.62501173471603,1.1010084307089607,24.412809750513794,0.7888977357196644
239,-94.7200698598315,1.1009920807723355,24.463494373852875,0.7881088379839447
240,-95.8040620783197,1.1035453503979769,24.19149044268255,0.7873207291459607
241,-89.13926135253102,1.100634840707652,23.865150214505203,0.7865334084168147
242,-86.7596224506463,1.1066300127906783,24.45774296708283,0.7857468750083979
243,-86.10220107293615,1.1126582879058737,24.500285398159697,0.7849611281333895
244,-85.43628509019563,1.1062413058951717,25.044188505149595,0.784176167005256
245,-85.5070824962951,1.0998121823239586,25.635515632173675,0.7833919908382508
246,-88.10661942043178,1.0910936835031335,25.43614562396605,0.7826085988474126
247,-87.2524560659122,1.0792634875690663,25.908140450099392,0.7818259902485653
248,-86.42701897068305,1.0800220609210671,25.560464478880604,0.7810441642583167
249,-84.98903868503707,1.0686708180354314,25.595024154285134,0.7802631200940584
250,-86.55944182785657,1.0575433509318466,26.007247557928924,0.7794828569739644
251,-86.3094040611289,1.0578599452195996,27.527698919774764,0.7787033741169904
252,-89.03069485708237,1.0527380869875171,26.105417565581973,0.7779246707428734
253,-86.20729581675275,1.0445398122800067,26.351546725891332,0.7771467460721305
254,-92.54148965629189,1.0396487862434178,25.8373983771931,0.7763695993260584
255,-92.38814136480158,1.0375347617268103,25.94045298878601,0.7755932297267324
256,-92.84507848238998,1.0289254512873094,25.38613802786138,0.7748176364970056
257,-94.5246533336613,1.0200432809778888,24.775991963780754,0.7740428188605086
258,-94.18780199730199,1.02218417926764,24.760479799234773,0.7732687760416481
259,-93.27373940311601,1.0112384077232448,24.84678250913711,0.7724955072656065
260,-94.47666203353496,1.0046453816405922,25.10417132057098,0.7717230117583408
261,-95.94585299059794,0.996311756671617,25.47345398962008,0.7709512887465825
262,-96.81400537941823,0.9855548202339449,24.056473613494454,0.7701803374578359
263,-97.14060200984585,0.9724993768983362,23.800466321561082,0.7694101571203781
264,-101.10491951654834,0.9723617646595228,22.976848547041005,0.7686407469632577
265,-101.73537838314321,0.9643865260684503,21.94597961176795,0.7678721062162944
266,-99.89034606245903,0.9625367778185514,21.98441183164689,0.7671042341100781
267,-99.79652939558927,0.9624079323414616,21.31072778862213,0.766337129875968
268,-102.09414341592704,0.9494271103202244,21.065405087277625,0.7655707927460921
269,-100.97281109898103,0.9437603659107878,21.534354815537114,0.764805221953346
270,-98.4382828653238,0.9432574951733459,22.358729729784205,0.7640404167313927
271,-99.64925558133218,0.9414770612123801,22.104326011321852,0.7632763763146613
272,-98.5929774879678,0.9445293893840476,23.359539383278644,0.7625130999383466
273,-103.01411453357515,0.9429598227378078,21.725752757329055,0.7617505868384082
274,-96.01413890186971,0.9373997184013718,22.335274628567223,0.7609888362515699
275,-93.80050734172222,0.9232336152819556,22.829229938899726,0.7602278474153183
276,-95.04116172307913,0.928853473664484,22.648901526773386,0.759467619567903
277,-92.71572283963252,0.9296113634739512,23.642898579495075,0.7587081519483351
278,-91.4486613839015,0.930802373211423,23.196055701556414,0.7579494437963867
279,-89.65348232033146,0.9317869296383281,23.97593232325167,0.7571914943525904
280,-87.24054539966838,0.9417380277880592,24.562964888442345,0.7564343028582378
281,-85.91745647561126,0.947847706941982,24.69219449543573,0.7556778685553796
282,-84.46448578364537,0.947851792232997,25.66783897749728,0.7549221906868242
283,-89.48439041086878,0.9439061456765823,25.02770987111135,0.7541672684961374
284,-88.7005188720586,0.9375081981586932,25.272353244196267,0.7534131012276413
285,-88.45542078598886,0.9357988941842096,25.638124131545347,0.7526596881264136
286,-88.93684748744877,0.9419492525195654,25.45158690160656,0.7519070284382872
287,-86.683750077152,0.9521293728444142,26.36947246586225,0.7511551214098489
288,-86.46933619482535,0.9553334125101651,25.888670309308942,0.750403966288439
289,-86.53884424936352,0.9580950074884571,25.752429699333778,0.7496535623221505
290,-85.58019372640187,0.9602523577859445,25.19064571850716,0.7489039087598284
291,-83.99552549371687,0.9693597725243194,25.27762509658196,0.7481550048510686
