Episode,Reward_MA,Loss_MA,Q_Value_MA,Epsilon
1,nan,nan,nan,1.0
2,nan,nan,nan,0.995
3,nan,nan,nan,0.990025
4,nan,nan,nan,0.985074875
5,nan,nan,nan,0.9801495006250001
6,nan,nan,nan,0.9752487531218751
7,nan,nan,nan,0.9703725093562657
8,nan,nan,nan,0.9655206468094844
9,nan,nan,nan,0.960693043575437
10,nan,nan,nan,0.9558895783575597
11,nan,nan,nan,0.9511101304657719
12,nan,nan,nan,0.946354579813443
13,nan,nan,nan,0.9416228069143757
14,nan,nan,nan,0.9369146928798039
15,nan,nan,nan,0.9322301194154049
16,nan,nan,nan,0.9275689688183278
17,nan,nan,nan,0.9229311239742362
18,nan,nan,nan,0.918316468354365
19,nan,nan,nan,0.9137248860125932
20,-164.91290432616992,1.6002307503794926,3.0258211715904273,0.9091562615825302
21,-163.35659662401272,1.675834895486878,3.346500372890345,0.9046104802746175
22,-167.7241156818374,1.6892518068869786,3.82020373921999,0.9000874278732445
23,-170.54102112856683,1.6744859160101224,3.9725116235399525,0.8955869907338783
24,-169.14395195190397,1.682538879840275,4.1507925041569385,0.8911090557802088
25,-155.50355752993093,1.6928350899659346,4.621520810212393,0.8866535105013078
26,-143.8220730872093,1.7110364352931822,4.979592070684992,0.8822202429488013
27,-149.62800515939702,1.724621633198225,4.938564928967481,0.8778091417340573
28,-137.64971710669195,1.7272436054203533,5.665742464191155,0.8734200960253871
29,-130.62638600136478,1.730224824498691,6.082401323902622,0.8690529955452602
30,-136.14627558830836,1.7350038179186291,6.039625481602299,0.8647077305675338
31,-124.35498915106713,1.7430702045449875,6.47104507748658,0.8603841919146962
32,-122.74336279033741,1.7652961434764707,6.9415883131382765,0.8560822709551227
33,-119.39674427506164,1.7754624465062114,7.094383566029507,0.851801859600347
34,-113.99036569910797,1.7949693061595966,7.428222344460101,0.8475428503023453
35,-121.77412946870513,1.8091648260413324,7.454510223109579,0.8433051360508336
36,-126.21999056286315,1.802512312651949,7.499806754063517,0.8390886103705794
37,-125.84957343925198,1.815470734507034,7.579102287433959,0.8348931673187264
38,-130.62033493891147,1.8446386529841738,7.478190805916378,0.8307187014821328
39,-121.06801074663998,1.8622327215017098,8.266408268142486,0.8265651079747222
40,-121.95420552319251,1.883328346385245,8.528603371290215,0.8224322824348486
41,-119.55742886537853,1.8938599673682268,9.241825079997197,0.8183201210226743
42,-121.66041650686168,1.9284777549637644,9.172030812216484,0.8142285204175609
43,-114.23604717500888,1.9475759157032577,9.920508838283405,0.810157377815473
